,baseMean,log2FoldChange,pvalue,padj,symbol
ENSG0000001754,4.25,0.0,0.8719094095308207,0.9902603766051399,GENE_1753
ENSG0000010935,81.625,-0.06629167870918279,0.672422614158089,0.9902603766051399,GENE_10934
ENSG0000006544,41.0,0.1408625358398497,0.649273048680995,0.9902603766051399,GENE_6543
ENSG0000006546,34.25,0.0421254756726766,0.836620486152186,0.9902603766051399,GENE_6545
ENSG0000010931,35.125,0.11300896182918635,0.6067371140379143,0.9902603766051399,GENE_10930
ENSG0000006547,6.875,-0.4764380439429871,0.8106783234985854,0.9902603766051399,GENE_6546
ENSG0000010929,12.125,0.14886338591448275,0.6051590937007135,0.9902603766051399,GENE_10928
ENSG0000001761,656.375,-0.01263843006912698,0.8490065993495741,0.9902603766051399,GENE_1760
ENSG0000000394,867.625,0.032841904634268414,0.6711450477510437,0.9902603766051399,GENE_393
ENSG0000010925,58.75,0.049117766564690926,0.8053964682194945,0.9902603766051399,GENE_10924
ENSG0000010924,35.875,-0.01005366466392291,0.808799521408673,0.9902603766051399,GENE_10923
ENSG0000003495,120.0,0.09621531525930298,0.6511133153089346,0.9902603766051399,GENE_3494
ENSG0000001764,6.25,-0.23132554610645567,0.7581705529302988,0.9902603766051399,GENE_1763
ENSG0000010920,38.875,0.046392905484451304,0.794228592061089,0.9902603766051399,GENE_10919
ENSG0000010408,18.125,-0.05970624612426777,0.6637629287849071,0.9902603766051399,GENE_10407
ENSG0000010406,267.5,-0.04314923616714698,0.7886179424527617,0.9902603766051399,GENE_10405
ENSG0000003406,2.125,-0.16992500144231246,0.8436767021182657,0.9902603766051399,GENE_3405
ENSG0000010195,29.875,0.03622018791275316,0.7585345606183764,0.9902603766051399,GENE_10194
ENSG0000014780,24.75,-0.1750867065580913,0.657502327273743,0.9902603766051399,GENE_14779
ENSG0000007012,59.25,0.1218187442937627,0.5978717888517462,0.9902603766051399,GENE_7011
ENSG0000002046,297.5,0.012123559082489304,0.8497353357230384,0.9902603766051399,GENE_2045
ENSG0000002044,63.625,0.05102400302446689,0.6983976295669281,0.9902603766051399,GENE_2043
ENSG0000010198,254.0,0.031240680251904233,0.6695816409925035,0.9902603766051399,GENE_10197
ENSG0000002043,25.375,-0.07108309806148262,0.6750427221826458,0.9902603766051399,GENE_2042
ENSG0000010200,101.125,-0.05350533004026057,0.6542168474110154,0.9902603766051399,GENE_10199
ENSG0000010202,72.625,0.024831852979935582,0.8074131058103687,0.9902603766051399,GENE_10201
ENSG0000007009,417.875,0.01812563229276823,0.7871394471556812,0.9902603766051399,GENE_7008
ENSG0000010204,59.625,-0.06655119290860603,0.8154316210343127,0.9902603766051399,GENE_10203
ENSG0000003320,1745.75,-0.02644567321676651,0.599833114078227,0.9902603766051399,GENE_3319
ENSG0000010207,523.0,0.02896521371442871,0.6963886895010115,0.9902603766051399,GENE_10206
ENSG0000010208,7.125,0.15200309344505006,0.7641890720975447,0.9902603766051399,GENE_10207
ENSG0000010209,59.875,0.05422039099788648,0.8117459827119601,0.9902603766051399,GENE_10208
ENSG0000007005,161.5,0.0402015341685122,0.6530443319804868,0.9902603766051399,GENE_7004
ENSG0000014505,117.875,0.04590085060860816,0.8206096056459916,0.9902603766051399,GENE_14504
ENSG0000002037,103.75,0.02085860489766436,0.8714367937392153,0.9902603766051399,GENE_2036
ENSG0000007004,39.0,0.14809863898913392,0.7412466390826291,0.9902603766051399,GENE_7003
ENSG0000010217,202.25,0.03210084316702408,0.7649415438216494,0.9902603766051399,GENE_10216
ENSG0000007000,99.625,-0.09778589160095462,0.6286975140439534,0.9902603766051399,GENE_6999
ENSG0000002035,268.0,0.02153316154964145,0.7801023968548715,0.9902603766051399,GENE_2034
ENSG0000002034,109.5,0.032939673828293256,0.8260381635684719,0.9902603766051399,GENE_2033
ENSG0000014504,165.625,0.06316202069037215,0.6583315335010758,0.9902603766051399,GENE_14503
ENSG0000006994,271.75,0.042474310841126565,0.6436651078928874,0.9902603766051399,GENE_6993
ENSG0000002031,197.25,0.014628211924989079,0.8463738358297517,0.9902603766051399,GENE_2030
ENSG0000006993,222.875,-0.0372224639561986,0.8115213449524649,0.9902603766051399,GENE_6992
ENSG0000002029,74.875,-0.13014751015422893,0.5998022426986047,0.9902603766051399,GENE_2028
ENSG0000010191,18.0,-0.040077439375335165,0.7312472335621777,0.9902603766051399,GENE_10190
ENSG0000002028,339.5,-0.019122894657792395,0.7966496012784897,0.9902603766051399,GENE_2027
ENSG0000010190,1339.25,0.019929275847051692,0.6726583328360102,0.9902603766051399,GENE_10189
ENSG0000010188,13.125,-0.4150374992788438,0.7554267073409671,0.9902603766051399,GENE_10187
ENSG0000007037,6.875,-0.2630344058337938,0.8448900655638754,0.9902603766051399,GENE_7036
ENSG0000010153,28.625,-0.06300979752580035,0.6805585820632907,0.9902603766051399,GENE_10152
ENSG0000002057,30.375,-0.1069152039165119,0.7500801471893455,0.9902603766051399,GENE_2056
ENSG0000010156,271.625,-0.046478319057678415,0.6155976135861236,0.9902603766051399,GENE_10155
ENSG0000000375,1343.25,0.02148106003164779,0.7603659138641881,0.9902603766051399,GENE_374
ENSG0000007029,8.0,0.18057224564182084,0.7100348649371526,0.9902603766051399,GENE_7028
ENSG0000014507,72.375,-0.04485423578426043,0.8771569392978107,0.9902603766051399,GENE_14506
ENSG0000007028,10.75,0.26918663281538896,0.7176428933100869,0.9902603766051399,GENE_7027
ENSG0000010163,89.0,0.016210227181258835,0.837532460500536,0.9902603766051399,GENE_10162
ENSG0000002055,9.125,-0.03952836418663734,0.6917956385234401,0.9902603766051399,GENE_2054
ENSG0000010166,109.875,0.02954427561401537,0.8332888575935499,0.9902603766051399,GENE_10165
ENSG0000002054,36.125,0.06990201323015617,0.6365463067352508,0.9902603766051399,GENE_2053
ENSG0000014778,11.375,-0.22239242133644802,0.7598837850485743,0.9902603766051399,GENE_14777
ENSG0000010170,24.375,0.10362263107415744,0.7747899774268335,0.9902603766051399,GENE_10169
ENSG0000010171,761.125,-0.017533379382220483,0.7643784536163618,0.9902603766051399,GENE_10170
ENSG0000007022,5.5,-0.3959286763311392,0.67007775593012,0.9902603766051399,GENE_7021
ENSG0000010175,25.125,0.04306872189188593,0.77688145497401,0.9902603766051399,GENE_10174
ENSG0000007020,58.25,0.07431832068983353,0.6752970904718163,0.9902603766051399,GENE_7019
ENSG0000010177,43.625,0.09097366004749054,0.6891388664067188,0.9902603766051399,GENE_10176
ENSG0000010178,132.5,-0.0707879174894269,0.6291019768742361,0.9902603766051399,GENE_10177
ENSG0000010179,542.125,0.019293880446583436,0.6974795917994057,0.9902603766051399,GENE_10178
ENSG0000007019,373.625,-0.029926497113373567,0.7487243643026295,0.9902603766051399,GENE_7018
ENSG0000010181,6.625,0.0544477840223765,0.7205168185908577,0.9902603766051399,GENE_10180
ENSG0000002049,37.5,-0.05771549785628733,0.7041356219443001,0.9902603766051399,GENE_2048
ENSG0000003316,114.25,0.05051527125424684,0.7236694706263747,0.9902603766051399,GENE_3315
ENSG0000007015,34.0,-0.042435266320396646,0.8103342860660281,0.9902603766051399,GENE_7014
ENSG0000014779,49.125,0.06608919045777244,0.6545320342587114,0.9902603766051399,GENE_14778
ENSG0000010189,76.0,0.10445116396503096,0.7448154763225476,0.9902603766051399,GENE_10188
ENSG0000002026,70.375,0.035877036328596686,0.7186134102850199,0.9902603766051399,GENE_2025
ENSG0000006992,226.875,-0.027026482582496632,0.7567470655963477,0.9902603766051399,GENE_6991
ENSG0000010235,4.625,-0.23446525363702297,0.6857708724565625,0.9902603766051399,GENE_10234
ENSG0000014495,184.625,-0.029304224302800448,0.7581597363740674,0.9902603766051399,GENE_14494
ENSG0000006965,78.5,0.11032341490599859,0.772379301128491,0.9902603766051399,GENE_6964
ENSG0000010281,85.875,-0.06300979752580035,0.6798859988317689,0.9902603766051399,GENE_10280
ENSG0000010283,255.875,0.015505420818273179,0.8761642764376123,0.9902603766051399,GENE_10282
ENSG0000006960,55.5,-0.06499725484643568,0.6270450013209944,0.9902603766051399,GENE_6959
ENSG0000010285,70.0,0.09277664114680724,0.6329300439978367,0.9902603766051399,GENE_10284
ENSG0000002006,75.0,-0.05771549785628733,0.7329787158890724,0.9902603766051399,GENE_2005
ENSG0000003336,7.375,0.0489096004809465,0.652634555483246,0.9902603766051399,GENE_3335
ENSG0000003337,7.0,0.10309349296410372,0.6231070077271177,0.9902603766051399,GENE_3336
ENSG0000010290,17.875,0.14135584924554156,0.6090396029651696,0.9902603766051399,GENE_10289
ENSG0000006956,5.75,-0.12553088208385899,0.7887419769808739,0.9902603766051399,GENE_6955
ENSG0000006955,15.625,0.06926266243711379,0.66612513634786,0.9902603766051399,GENE_6954
ENSG0000002001,20.25,-0.1426043954428004,0.7418455647111846,0.9902603766051399,GENE_2000
ENSG0000001999,43.0,0.11749356301844077,0.6021692038696376,0.9902603766051399,GENE_1998
ENSG0000003338,45.0,0.08017034868398336,0.8632312866250124,0.9902603766051399,GENE_3337
ENSG0000010297,2.125,-0.16992500144231246,0.7459496497360045,0.9902603766051399,GENE_10296
ENSG0000010298,594.0,0.03521905213423414,0.6225390013186757,0.9902603766051399,GENE_10297
ENSG0000010299,277.0,-0.02604213383799147,0.6848960865727998,0.9902603766051399,GENE_10298
ENSG0000006951,7.5,0.38702312310924725,0.6173480575248174,0.9902603766051399,GENE_6950
ENSG0000001998,15.625,-0.023083613113041343,0.820186625047463,0.9902603766051399,GENE_1997
ENSG0000010302,16.375,-0.19854567938208015,0.6219956009880829,0.9902603766051399,GENE_10301
ENSG0000001997,58.125,-0.031026895620624544,0.8402047319067761,0.9902603766051399,GENE_1996
ENSG0000006947,3.625,-0.0995356735509144,0.8062405925379277,0.9902603766051399,GENE_6946
ENSG0000003341,148.75,0.03394733192333753,0.7262613525442804,0.9902603766051399,GENE_3340
ENSG0000003343,12.625,0.08572987402588404,0.6437695743711864,0.9902603766051399,GENE_3342
ENSG0000006940,8.875,0.3677317845004871,0.6469981484197603,0.9902603766051399,GENE_6939
ENSG0000010309,43.25,0.10011148479020407,0.8335475807215612,0.9902603766051399,GENE_10308
ENSG0000010277,62.5,-0.06926266243711372,0.6820977973778343,0.9902603766051399,GENE_10276
ENSG0000010276,142.0,-0.0711331768590956,0.6442579847136736,0.9902603766051399,GENE_10275
ENSG0000002010,221.375,0.014663316933346516,0.850361069110241,0.9902603766051399,GENE_2009
ENSG0000006967,23.5,-0.21526798690306645,0.6882122742556043,0.9902603766051399,GENE_6966
ENSG0000006991,124.75,0.011564751632922313,0.8781288559024745,0.9902603766051399,GENE_6990
ENSG0000010239,7.0,-0.4150374992788438,0.8424761278852213,0.9902603766051399,GENE_10238
ENSG0000010242,30.5,0.09463687413807527,0.8147796043143786,0.9902603766051399,GENE_10241
ENSG0000002020,10.0,0.21681138907314804,0.8328999274803072,0.9902603766051399,GENE_2019
ENSG0000006985,10.625,0.23815973719476458,0.6823582127037606,0.9902603766051399,GENE_6984
ENSG0000014500,153.0,-0.023573972893735754,0.7991199416179638,0.9902603766051399,GENE_14499
ENSG0000006983,37.75,0.11471165887669246,0.7732137810088915,0.9902603766051399,GENE_6982
ENSG0000014499,135.25,0.05867590732760752,0.6439151118510938,0.9902603766051399,GENE_14498
ENSG0000010249,162.625,-0.04214166762707479,0.6585211673396358,0.9902603766051399,GENE_10248
ENSG0000010250,59.75,-0.02414608733170259,0.8492514109374298,0.9902603766051399,GENE_10249
ENSG0000006982,385.625,0.06080327906220006,0.6025112234845309,0.9902603766051399,GENE_6981
ENSG0000010252,242.75,0.03863265960305964,0.6733205568009717,0.9902603766051399,GENE_10251
ENSG0000010253,121.25,-0.017848001332924596,0.8072376102694339,0.9902603766051399,GENE_10252
ENSG0000010151,55.5,0.0389941316158638,0.7497220245759301,0.9902603766051399,GENE_10150
ENSG0000010254,15.625,0.11547721741993588,0.6689707492869769,0.9902603766051399,GENE_10253
ENSG0000014498,1800.0,0.004808987922399752,0.8734128016293164,0.9902603766051399,GENE_14497
ENSG0000002015,187.375,-0.040425054184796944,0.6038335512570432,0.9902603766051399,GENE_2014
ENSG0000003325,283.875,0.04701403816216758,0.7281955682158072,0.9902603766051399,GENE_3324
ENSG0000006978,235.0,-0.06754274035623399,0.6233303417566796,0.9902603766051399,GENE_6977
ENSG0000010262,211.125,0.018792030585241003,0.8242576603549109,0.9902603766051399,GENE_10261
ENSG0000006977,90.625,-0.08360020161794057,0.6972746025145273,0.9902603766051399,GENE_6976
ENSG0000006976,62.5,0.023083613113041242,0.8410462190031343,0.9902603766051399,GENE_6975
ENSG0000010265,158.125,-0.011404763272249362,0.8761176681469858,0.9902603766051399,GENE_10264
ENSG0000010267,31.625,0.03421571533791298,0.7564163713269509,0.9902603766051399,GENE_10266
ENSG0000006975,424.125,0.022961148443311267,0.8281010802451743,0.9902603766051399,GENE_6974
ENSG0000010269,43.0,0.100693999619473,0.8189577480900226,0.9902603766051399,GENE_10268
ENSG0000003331,210.875,-0.029077232864423687,0.7567911914239843,0.9902603766051399,GENE_3330
ENSG0000006969,52.0,-0.09714115841053171,0.6175652161288405,0.9902603766051399,GENE_6968
ENSG0000010256,8.875,-0.1219905243786103,0.651182426154385,0.9902603766051399,GENE_10255
ENSG0000002058,209.125,-0.025870897211434804,0.8461836511372944,0.9902603766051399,GENE_2057
ENSG0000010149,4.625,0.07800251200127316,0.6916183807726505,0.9902603766051399,GENE_10148
ENSG0000010148,54.125,-0.05998210482823234,0.6893793178898427,0.9902603766051399,GENE_10147
ENSG0000002103,13.375,-0.24327115101236388,0.6536118998347177,0.9902603766051399,GENE_2102
ENSG0000014516,97.75,0.09596905853072216,0.5956940776230062,0.9902603766051399,GENE_14515
ENSG0000010038,33.625,0.11805576152171224,0.6131692107363974,0.9902603766051399,GENE_10037
ENSG0000010039,137.875,0.06540988964628812,0.6866626626740797,0.9902603766051399,GENE_10038
ENSG0000010041,57.625,0.05633798414981194,0.7079792937913854,0.9902603766051399,GENE_10040
ENSG0000007112,73.5,-0.058893689053568565,0.7484280461099135,0.9902603766051399,GENE_7111
ENSG0000007111,12.5,-0.05771549785628733,0.7543257862650499,0.9902603766051399,GENE_7110
ENSG0000010044,65.75,-0.10976356622554226,0.8571401297829256,0.9902603766051399,GENE_10043
ENSG0000003280,121.875,0.050314464650694876,0.7706162581446223,0.9902603766051399,GENE_3279
ENSG0000007109,3.0,-0.7369655941662062,0.5929779225952776,0.9902603766051399,GENE_7108
ENSG0000010048,67.875,0.05845973054799869,0.672207278373891,0.9902603766051399,GENE_10047
ENSG0000007107,4.5,0.0,0.7987440695916699,0.9902603766051399,GENE_7106
ENSG0000003284,210.0,-0.051530300640082065,0.6827449931929512,0.9902603766051399,GENE_3283
ENSG0000010057,41.5,0.12174527235236925,0.6140414647475678,0.9902603766051399,GENE_10056
ENSG0000002093,137.5,0.020985025129335807,0.8068153010448789,0.9902603766051399,GENE_2092
ENSG0000007095,148.875,-0.04603447773970906,0.6450499248598498,0.9902603766051399,GENE_7094
ENSG0000007093,6.375,-0.056583528366367424,0.6680087703126175,0.9902603766051399,GENE_7092
ENSG0000010063,215.125,0.02850274658856195,0.7515187049735276,0.9902603766051399,GENE_10062
ENSG0000014513,14.75,-0.19592020997525686,0.6205426009728532,0.9902603766051399,GENE_14512
ENSG0000010065,7.5,0.09621531525930298,0.7306988403436885,0.9902603766051399,GENE_10064
ENSG0000010066,52.25,-0.06904164442965137,0.7648302436169134,0.9902603766051399,GENE_10065
ENSG0000007092,684.75,-0.007374141857010159,0.814753442021514,0.9902603766051399,GENE_7091
ENSG0000010068,105.875,-0.06473625722739974,0.6030557981979596,0.9902603766051399,GENE_10067
ENSG0000007088,4.25,-0.34103691783506696,0.8405179282671649,0.9902603766051399,GENE_7087
ENSG0000010070,31.75,-0.09090849619821038,0.6324517827466403,0.9902603766051399,GENE_10069
ENSG0000002088,47.625,0.007573219704800871,0.8727884374263648,0.9902603766051399,GENE_2087
ENSG0000007086,3.0,-0.24100809950379493,0.8290693995780433,0.9902603766051399,GENE_7085
ENSG0000007117,750.5,0.025951909712704033,0.6212026916671542,0.9902603766051399,GENE_7116
ENSG0000010032,227.375,0.030139860071997402,0.7898701392866945,0.9902603766051399,GENE_10031
ENSG0000010031,200.0,-0.03246200795718572,0.8174585114201111,0.9902603766051399,GENE_10030
ENSG0000010030,49.875,-0.02169507109931906,0.772165167904839,0.9902603766051399,GENE_10029
ENSG0000003264,329.5,-0.03502921801894944,0.6405534022664433,0.9902603766051399,GENE_3263
ENSG0000009994,7.625,0.14201900487242786,0.7149101949735297,0.9902603766051399,GENE_9993
ENSG0000009995,325.875,0.036525876025113875,0.7118066961573309,0.9902603766051399,GENE_9994
ENSG0000009996,391.5,0.03132411134761263,0.6497448939189756,0.9902603766051399,GENE_9995
ENSG0000014520,233.25,-0.06495544184076985,0.660086781103854,0.9902603766051399,GENE_14519
ENSG0000007142,93.375,-0.06567617426836914,0.7214201653896313,0.9902603766051399,GENE_7141
ENSG0000009999,116.875,0.027774666101604877,0.7349784518267175,0.9902603766051399,GENE_9998
ENSG0000003267,13.625,-0.1324502960236496,0.6059394671452378,0.9902603766051399,GENE_3266
ENSG0000010001,20.625,-0.01748742672884112,0.8048358094041339,0.9902603766051399,GENE_10000
ENSG0000003268,25.375,-0.07108309806148262,0.6893015486009402,0.9902603766051399,GENE_3267
ENSG0000007138,20.625,0.12248400652499505,0.8013231096778244,0.9902603766051399,GENE_7137
ENSG0000002112,38.75,-0.0558532347335174,0.7250605316122344,0.9902603766051399,GENE_2111
ENSG0000007137,25.0,0.057715497856287434,0.7746881130323231,0.9902603766051399,GENE_7136
ENSG0000010073,232.875,-0.07590806745222613,0.5996733834762401,0.9902603766051399,GENE_10072
ENSG0000010008,18.125,0.3802720811181673,0.6381234634544297,0.9902603766051399,GENE_10007
ENSG0000007133,125.0,0.07503705352471189,0.6064943990735877,0.9902603766051399,GENE_7132
ENSG0000007132,46.125,-0.07038932789139803,0.7344238681577684,0.9902603766051399,GENE_7131
ENSG0000010013,9.0,0.08017034868398336,0.7374838752629028,0.9902603766051399,GENE_10012
ENSG0000002109,29.0,0.07463880089275592,0.7073789040349501,0.9902603766051399,GENE_2108
ENSG0000002108,143.625,-0.02260142893713266,0.8205854168976263,0.9902603766051399,GENE_2107
ENSG0000010017,13.25,0.0544477840223765,0.7842537768114337,0.9902603766051399,GENE_10016
ENSG0000010018,107.625,0.070389327891398,0.6024660435827406,0.9902603766051399,GENE_10017
ENSG0000010019,23.0,-0.0627357553479626,0.8616514219246938,0.9902603766051399,GENE_10018
ENSG0000007131,53.5,0.02696704760026936,0.806780616279402,0.9902603766051399,GENE_7130
ENSG0000010023,414.625,-0.032186874058900236,0.6157295409895909,0.9902603766051399,GENE_10022
ENSG0000003274,156.625,0.016119665363276994,0.8161151867835769,0.9902603766051399,GENE_3273
ENSG0000007122,18.5,0.11703942119021944,0.7413179338711552,0.9902603766051399,GENE_7121
ENSG0000010027,83.5,-0.06048110352608987,0.791489674583606,0.9902603766051399,GENE_10026
ENSG0000010010,187.75,-0.0345802317101445,0.7619891364364832,0.9902603766051399,GENE_10009
ENSG0000010310,174.875,0.03506364969473904,0.6854969544435152,0.9902603766051399,GENE_10309
ENSG0000010074,107.875,-0.050156674972158956,0.8487833187859697,0.9902603766051399,GENE_10073
ENSG0000010076,38.375,-0.15994091286969028,0.7684903012823011,0.9902603766051399,GENE_10075
ENSG0000010115,36.625,-0.009847785956347178,0.7811626642823086,0.9902603766051399,GENE_10114
ENSG0000007064,62.875,-0.07458931642068352,0.6271721444874578,0.9902603766051399,GENE_7063
ENSG0000000373,493.0,0.013168707423315428,0.8366278332448628,0.9902603766051399,GENE_372
ENSG0000003302,13.375,0.08091999538356746,0.8708483083703215,0.9902603766051399,GENE_3301
ENSG0000010121,2362.25,0.014046882454955443,0.6882804275419399,0.9902603766051399,GENE_10120
ENSG0000010122,27.125,0.14638948698152324,0.7436741019216337,0.9902603766051399,GENE_10121
ENSG0000014772,194.0,-0.026028709329214146,0.780938529856673,0.9902603766051399,GENE_14771
ENSG0000002070,225.0,-0.0224423754072995,0.8150476194302102,0.9902603766051399,GENE_2069
ENSG0000014773,205.125,-0.02989237431057411,0.6275588580527274,0.9902603766051399,GENE_14772
ENSG0000007055,68.875,0.13100601215001006,0.635320528363258,0.9902603766051399,GENE_7054
ENSG0000007050,10.75,0.06711419585853703,0.7320809642353403,0.9902603766051399,GENE_7049
ENSG0000003307,128.625,0.05328342389829324,0.7510069632666736,0.9902603766051399,GENE_3306
ENSG0000010131,85.875,0.08822718301173532,0.6370401790583187,0.9902603766051399,GENE_10130
ENSG0000007046,24.5,0.11783649029385808,0.7312214623442364,0.9902603766051399,GENE_7045
ENSG0000010133,18.0,-0.28141293514864835,0.770586082835077,0.9902603766051399,GENE_10132
ENSG0000007045,184.375,0.044996170463000265,0.7087741396013185,0.9902603766051399,GENE_7044
ENSG0000010137,10.875,-0.232660756790275,0.6290978676897416,0.9902603766051399,GENE_10136
ENSG0000010138,7.5,-0.19264507794239588,0.8570140944454714,0.9902603766051399,GENE_10137
ENSG0000003312,105.875,-0.010219842317878997,0.8453818470806069,0.9902603766051399,GENE_3311
ENSG0000010140,8.625,0.2937312030567103,0.6231198565101588,0.9902603766051399,GENE_10139
ENSG0000010141,39.875,0.08142759934384619,0.6500110902030867,0.9902603766051399,GENE_10140
ENSG0000010142,168.75,0.0513012287055125,0.7210294044075696,0.9902603766051399,GENE_10141
ENSG0000010143,25.75,-0.2810201513071564,0.7555954797577493,0.9902603766051399,GENE_10142
ENSG0000002061,196.875,0.02748073642210692,0.8326571090335402,0.9902603766051399,GENE_2060
ENSG0000000374,211.125,0.035877036328596686,0.6944728638379469,0.9902603766051399,GENE_373
ENSG0000002059,80.125,-0.013504264349747547,0.879279537392939,0.9902603766051399,GENE_2058
ENSG0000010147,12.875,-0.14017765804826027,0.7731867834500602,0.9902603766051399,GENE_10146
ENSG0000010114,61.75,-0.035046947099200795,0.8682994441617189,0.9902603766051399,GENE_10113
ENSG0000002072,365.0,-0.01976325482142995,0.7355799978057129,0.9902603766051399,GENE_2071
ENSG0000007065,79.75,0.09048074583086678,0.6663089782381548,0.9902603766051399,GENE_7064
ENSG0000007066,16.625,-0.10852445677816903,0.6299632644479782,0.9902603766051399,GENE_7065
ENSG0000010077,22.25,-0.0324214776923775,0.7590243868589386,0.9902603766051399,GENE_10076
ENSG0000010078,12.25,-0.2360673582335244,0.7418575642393741,0.9902603766051399,GENE_10077
ENSG0000003294,82.25,-0.052626930651209936,0.7125395590905224,0.9902603766051399,GENE_3293
ENSG0000010080,12.25,-0.1178364902938583,0.7211862276317499,0.9902603766051399,GENE_10079
ENSG0000010082,9.0,0.08017034868398336,0.7847281769899134,0.9902603766051399,GENE_10081
ENSG0000002086,8.125,0.044394119358453436,0.8542801821057686,0.9902603766051399,GENE_2085
ENSG0000010085,135.625,0.0398927271235125,0.710232389275012,0.9902603766051399,GENE_10084
ENSG0000002085,20.625,0.15754127698648002,0.6825701901829822,0.9902603766051399,GENE_2084
ENSG0000007082,354.125,0.023425848920811208,0.7504779337730569,0.9902603766051399,GENE_7081
ENSG0000007081,89.25,-0.056583528366367424,0.7335838093962546,0.9902603766051399,GENE_7080
ENSG0000007080,42.375,0.11070346440621968,0.8058604752224598,0.9902603766051399,GENE_7079
ENSG0000007079,120.0,0.03606925470752168,0.7136228030227219,0.9902603766051399,GENE_7078
ENSG0000007078,1183.5,-0.009752094866209957,0.8106661962464043,0.9902603766051399,GENE_7077
ENSG0000010075,220.25,-0.062237132127939,0.6362826410234025,0.9902603766051399,GENE_10074
ENSG0000002078,359.0,0.030140964823964205,0.7671079186461723,0.9902603766051399,GENE_2077
ENSG0000010095,48.375,0.2316257011144851,0.6521537088115799,0.9902603766051399,GENE_10094
ENSG0000010096,604.625,-0.01849251958386201,0.852242892690745,0.9902603766051399,GENE_10095
ENSG0000010097,157.375,0.02062665058995782,0.8155658167602018,0.9902603766051399,GENE_10096
ENSG0000007073,8.25,-0.08746284125033943,0.7078119414917513,0.9902603766051399,GENE_7072
ENSG0000003296,12.0,0.12029423371771175,0.6034378316375033,0.9902603766051399,GENE_3295
ENSG0000010100,25.0,0.11547721741993588,0.7098286792538311,0.9902603766051399,GENE_10099
ENSG0000010102,72.75,-0.08926733809708741,0.6298631004491322,0.9902603766051399,GENE_10101
ENSG0000010103,3.25,0.0,0.73597487405786,0.9902603766051399,GENE_10102
ENSG0000010104,21.5,0.13430109171159113,0.6802417217124068,0.9902603766051399,GENE_10103
ENSG0000007070,2.875,-0.12553088208385899,0.878275846814547,0.9902603766051399,GENE_7069
ENSG0000010107,126.375,0.09421534161765083,0.6845157841667855,0.9902603766051399,GENE_10106
ENSG0000007067,37.0,0.15611920191728193,0.838422550111867,0.9902603766051399,GENE_7066
ENSG0000002074,71.375,0.09604668747103466,0.6652827915818879,0.9902603766051399,GENE_2073
ENSG0000007077,185.75,-0.027184829326230432,0.8762037953180941,0.9902603766051399,GENE_7076
ENSG0000010311,58.0,0.1244473709244885,0.6200506632923888,0.9902603766051399,GENE_10310
ENSG0000011234,49.875,-0.02169507109931906,0.7908597361779517,0.9902603766051399,GENE_11233
ENSG0000010368,130.375,0.063638285900318,0.6358266282308961,0.9902603766051399,GENE_10367
ENSG0000010383,15.5,-0.13972476366661327,0.6795489228137956,0.9902603766051399,GENE_10382
ENSG0000014490,3.0,0.0,0.7265835786013015,0.9902603766051399,GENE_14489
ENSG0000014494,154.25,-0.037413961643116916,0.7618903079968963,0.9902603766051399,GENE_14493
ENSG0000010348,453.875,-0.011919883623946623,0.8275313087954079,0.9902603766051399,GENE_10347
ENSG0000010366,153.75,0.070389327891398,0.6659986107094205,0.9902603766051399,GENE_10365
ENSG0000010316,209.875,0.04640395989884483,0.6970931419939348,0.9902603766051399,GENE_10315
ENSG0000001994,152.25,0.04264433740849372,0.8594267754000748,0.9902603766051399,GENE_1993
ENSG0000010350,44.75,-0.0161196653632769,0.8033194149710984,0.9902603766051399,GENE_10349
ENSG0000010365,13.5,0.16046467219324612,0.7044300740700649,0.9902603766051399,GENE_10364
ENSG0000003346,627.5,0.0459862052741804,0.6253296771153372,0.9902603766051399,GENE_3345
ENSG0000006902,58.375,0.05561397521099955,0.789491526053334,0.9902603766051399,GENE_6901
ENSG0000010321,80.625,-0.06711419585853691,0.6851349044273807,0.9902603766051399,GENE_10320
ENSG0000010364,9.0,0.16046467219324612,0.7685454414688075,0.9902603766051399,GENE_10363
ENSG0000010386,45.375,-0.07155326102503388,0.6883728473632236,0.9902603766051399,GENE_10385
ENSG0000003354,60.5,-0.05962398268641862,0.7733193458154142,0.9902603766051399,GENE_3353
ENSG0000010388,35.5,-0.04064198449734593,0.7769503697723367,0.9902603766051399,GENE_10387
ENSG0000010333,919.625,0.023140093041049213,0.6647476605757605,0.9902603766051399,GENE_10332
ENSG0000006930,10.875,0.09953567355091437,0.6001509782535801,0.9902603766051399,GENE_6929
ENSG0000006913,17.75,0.24441872766644687,0.6754587556425661,0.9902603766051399,GENE_6912
ENSG0000006938,27.75,-0.05199463763826143,0.7429922218646945,0.9902603766051399,GENE_6937
ENSG0000014791,79.875,-0.022577847975209685,0.8541031024023767,0.9902603766051399,GENE_14790
ENSG0000003353,102.75,-0.042125475672676604,0.7840437246719392,0.9902603766051399,GENE_3352
ENSG0000006926,6.875,-0.36923380966571906,0.8235464606860066,0.9902603766051399,GENE_6925
ENSG0000003348,591.0,0.021970399835605565,0.7614209825933249,0.9902603766051399,GENE_3347
ENSG0000006904,28.75,-0.07528812730423712,0.6551452118062027,0.9902603766051399,GENE_6903
ENSG0000010317,337.5,0.02351110617968403,0.8098800982341046,0.9902603766051399,GENE_10316
