	SRR1	SRR2	SRR3	SRR4	SRR5	SRR6	SRR7	SRR8
ENSG0000013146	97	99	128	143	103	110	97	117
ENSG0000013147	88	75	102	88	111	86	109	91
ENSG0000013148	183	213	198	214	224	200	227	201
ENSG0000013149	37	22	26	14	29	10	31	21
ENSG0000013150	24	28	32	35	20	24	15	24
ENSG0000013151	148	181	180	130	161	209	199	216
ENSG0000013152	72	71	74	87	74	78	71	81
ENSG0000013153	10	17	5	18	12	33	8	16
ENSG0000013154	361	339	363	431	372	374	342	399
ENSG0000013155	1	5	4	0	1	6	3	6
ENSG0000013156	171	182	169	168	187	180	181	146
ENSG0000013157	9	1	18	10	10	10	3	10
ENSG0000013158	905	912	911	939	964	924	906	953
ENSG0000013159	4	3	8	8	4	3	6	4
ENSG0000013160	351	311	298	302	310	280	285	309
ENSG0000013161	42	52	54	36	49	40	22	61
ENSG0000013162	25	40	22	14	25	27	24	24
ENSG0000013163	74	75	75	62	75	67	84	68
ENSG0000013164	155	141	149	184	139	128	160	136
ENSG0000013165	15	14	14	10	8	16	11	12
ENSG0000013166	21	16	15	18	16	13	12	16
ENSG0000013167	117	147	186	132	122	169	154	137
ENSG0000013168	2	6	2	1	10	9	1	1
ENSG0000013169	26	31	18	19	18	21	16	7
ENSG0000013170	5180	5185	5159	5151	5365	5180	5225	5279
ENSG0000013171	18	17	17	15	14	15	14	11
ENSG0000013172	286	331	293	309	262	301	310	310
ENSG0000013173	21	20	23	30	30	21	25	26
ENSG0000013174	138	137	140	99	134	132	115	97
ENSG0000013175	140	113	154	166	123	152	122	148
ENSG0000013176	317	319	318	320	285	266	290	252
ENSG0000013177	48	29	39	43	35	52	35	61
ENSG0000013178	1099	1139	1087	1064	1121	1120	1104	1152
ENSG0000013179	20	24	14	29	18	17	20	37
ENSG0000013180	80	60	91	78	85	73	62	61
ENSG0000013181	69	82	63	64	62	74	73	70
ENSG0000013182	16	2	4	7	7	6	7	6
ENSG0000013183	40	53	57	50	50	38	26	33
ENSG0000013184	83	60	63	65	72	67	68	87
ENSG0000013185	30	34	27	21	21	27	26	32
ENSG0000013186	2244	2180	2102	2261	1992	2176	2050	2144
ENSG0000013187	10	15	23	11	13	15	15	18
ENSG0000013188	279	358	322	334	368	343	289	295
ENSG0000013189	196	192	178	205	172	195	191	187
ENSG0000013190	57	57	50	55	57	45	37	44
ENSG0000013191	17	12	15	7	10	20	11	10
ENSG0000013192	14	10	16	25	14	14	23	16
ENSG0000013193	37	45	23	14	27	16	34	32
ENSG0000013194	4	1	5	2	5	5	8	1
ENSG0000013195	11	8	15	7	15	13	11	5
ENSG0000013196	7	16	6	4	7	3	3	10
ENSG0000013197	427	445	386	382	465	445	436	410
ENSG0000013198	120	128	134	164	127	118	170	137
ENSG0000013199	180	183	179	215	166	157	154	142
ENSG0000013200	118	133	134	134	147	155	175	146
ENSG0000013201	53	49	68	54	74	69	80	68
ENSG0000013202	495	473	484	504	425	492	478	434
ENSG0000013203	18	19	24	22	19	14	17	20
ENSG0000013204	60	48	84	69	52	51	63	71
ENSG0000013205	142	195	201	196	212	138	172	179
ENSG0000013206	6	5	7	2	12	8	11	19
ENSG0000013207	5596	5635	5854	5750	5833	5729	5689	5947
ENSG0000013208	46	36	81	47	76	65	47	57
ENSG0000013209	83	56	72	77	66	60	63	50
ENSG0000013210	339	315	345	402	329	338	396	371
ENSG0000013211	190	223	206	237	214	230	233	178
ENSG0000013212	51	61	54	59	69	32	40	82
ENSG0000013213	65	61	67	66	70	65	77	57
ENSG0000013214	8	5	5	6	2	8	8	5
ENSG0000013215	17	35	34	14	25	16	32	21
ENSG0000013216	95	121	90	93	127	105	143	137
ENSG0000013217	102	105	83	125	107	104	106	111
ENSG0000013218	305	303	330	353	372	343	375	337
ENSG0000013219	50	46	39	33	46	39	47	62
ENSG0000013220	8	12	14	9	1	6	7	9
ENSG0000013221	260	284	295	262	255	224	303	242
ENSG0000013222	459	496	472	482	456	499	424	393
ENSG0000013223	185	218	219	190	202	210	236	230
ENSG0000013224	53	46	43	70	33	54	42	35
ENSG0000013225	255	278	226	288	227	246	289	255
ENSG0000013226	9479	9315	9167	9185	9380	9558	9400	9419
ENSG0000013227	70	46	51	66	60	55	57	75
ENSG0000013228	5	9	15	8	3	5	0	5
ENSG0000013229	10	16	16	12	28	18	25	26
ENSG0000013230	151	159	151	148	135	144	126	137
ENSG0000013231	2	6	3	4	7	2	4	8
ENSG0000013232	83	68	72	105	62	80	63	49
ENSG0000013233	91	96	100	75	102	81	114	101
ENSG0000013234	465	533	564	572	484	552	532	567
ENSG0000013235	405	395	414	370	390	372	392	435
ENSG0000013236	215	191	235	196	168	239	174	203
ENSG0000013237	2	0	1	6	3	1	0	5
ENSG0000013238	244	186	234	185	255	212	179	218
ENSG0000013239	154	143	139	163	176	166	185	171
ENSG0000013240	70	75	94	84	91	68	76	67
ENSG0000013241	3	9	6	0	8	5	0	4
ENSG0000013242	10	16	12	17	31	11	12	16
ENSG0000013243	8	1	11	13	6	7	12	11
ENSG0000013244	2	4	1	4	11	2	2	7
ENSG0000013245	71	50	54	70	61	53	69	45
ENSG0000013246	16	16	24	12	11	11	9	21
ENSG0000013247	2869	2748	2756	2663	2865	2805	2877	2727
ENSG0000013248	42	41	41	49	45	44	47	51
ENSG0000013249	375	386	366	414	391	357	356	433
ENSG0000013250	7	5	3	2	5	7	7	2
ENSG0000013251	35	21	24	15	26	29	25	28
ENSG0000013252	59	69	47	50	57	62	74	79
ENSG0000013253	21	9	16	16	18	17	22	16
ENSG0000013254	42	13	20	25	32	30	19	29
ENSG0000013255	39	40	28	36	42	31	31	42
ENSG0000013256	44	53	46	54	42	59	39	38
ENSG0000013257	858	845	814	894	860	891	866	894
ENSG0000013258	87	115	71	82	104	80	91	100
ENSG0000013259	82	113	111	108	101	104	102	113
ENSG0000013260	112	104	129	136	102	117	158	117
ENSG0000013261	120	126	141	130	118	134	141	124
ENSG0000013262	31	36	51	36	48	35	46	49
ENSG0000013263	34	36	22	24	32	45	33	35
ENSG0000013264	66	84	47	81	72	62	51	97
ENSG0000013265	312	312	277	265	321	302	317	299
ENSG0000013266	289	309	276	289	317	310	292	294
ENSG0000013267	21	47	44	36	18	37	32	34
ENSG0000013268	186	181	158	175	203	167	179	168
ENSG0000013269	65	42	33	35	41	40	31	57
ENSG0000013270	46	36	72	53	48	45	61	72
ENSG0000013271	20	34	20	28	26	52	26	20
ENSG0000013272	38	42	40	44	38	30	28	28
ENSG0000013273	399	406	468	405	427	439	460	392
ENSG0000013274	69	91	60	64	63	71	64	57
ENSG0000013275	54	53	72	42	59	58	60	92
ENSG0000013276	9	5	3	7	4	8	10	4
ENSG0000013277	37	33	45	36	44	29	29	24
ENSG0000013278	34	47	24	31	35	47	38	66
ENSG0000013279	11	19	22	17	14	15	18	12
ENSG0000013280	69	60	47	52	47	54	57	64
ENSG0000013281	37	28	26	42	23	26	33	21
ENSG0000013282	60	54	64	60	44	51	49	54
ENSG0000013283	58	71	91	64	61	59	59	56
ENSG0000013284	12	10	13	11	10	15	12	16
ENSG0000013285	23	23	26	39	34	38	38	29
ENSG0000013286	59	55	67	34	62	62	57	56
ENSG0000013287	346	321	325	354	322	299	313	317
ENSG0000013288	80	84	76	83	79	84	74	90
ENSG0000013289	19	34	29	21	17	20	13	15
ENSG0000013290	99	103	96	85	133	94	93	105
ENSG0000013291	761	699	751	761	762	731	743	692
ENSG0000013292	229	206	188	199	209	232	228	229
ENSG0000013293	115	127	99	116	111	152	141	122
ENSG0000013294	146	157	167	166	196	168	148	188
ENSG0000013295	447	505	416	512	470	467	442	412
ENSG0000013296	298	304	269	265	289	260	286	280
ENSG0000013297	132	102	91	113	120	121	119	129
ENSG0000013298	261	256	292	270	323	302	254	239
ENSG0000013299	14	11	10	22	7	12	7	9
ENSG0000013300	2	10	2	3	7	7	4	5
ENSG0000013301	62	56	84	76	93	73	66	58
ENSG0000013302	60	65	74	66	72	58	36	67
ENSG0000013303	29	25	32	16	27	17	30	37
ENSG0000013304	180	189	201	206	168	192	177	197
ENSG0000013305	0	9	5	3	7	2	3	5
ENSG0000013306	18	29	15	18	24	20	24	30
ENSG0000013307	25	31	24	25	27	28	17	17
ENSG0000013308	1	3	5	8	2	5	4	12
ENSG0000013309	517	496	487	554	447	499	512	509
ENSG0000013310	7	9	5	3	6	6	9	2
ENSG0000013311	29	19	25	27	26	10	13	15
ENSG0000013312	187	216	253	226	188	189	213	215
ENSG0000013313	150	153	132	154	135	140	125	141
ENSG0000013314	9	8	8	12	11	6	7	3
ENSG0000013315	144	161	168	139	135	164	162	146
ENSG0000013316	58	83	80	83	72	93	83	84
ENSG0000013317	1806	1840	1776	1782	1785	1765	1836	1820
ENSG0000013318	92	127	118	70	78	94	78	74
ENSG0000013319	44	43	44	43	65	48	54	49
ENSG0000013320	9	14	10	10	12	15	13	24
ENSG0000013321	12	17	13	29	19	13	11	29
ENSG0000013322	7	13	10	16	12	25	12	7
ENSG0000013323	435	361	444	451	483	399	443	396
ENSG0000013324	72	58	53	52	76	57	59	56
ENSG0000013325	131	102	125	102	110	146	107	104
ENSG0000013326	506	537	545	496	531	515	476	554
ENSG0000013327	4	0	2	2	4	0	1	1
ENSG0000013328	361	334	403	389	335	385	408	314
ENSG0000013329	55	82	46	56	47	46	78	74
ENSG0000013330	103	134	108	106	133	100	101	108
ENSG0000013331	12	9	16	13	9	20	24	11
ENSG0000013332	13	26	27	14	14	21	30	16
ENSG0000013333	90	105	102	101	88	124	93	126
ENSG0000013334	1992	1873	1948	1801	1985	1972	2002	1968
ENSG0000013335	266	264	286	242	268	235	273	281
ENSG0000013336	382	400	393	391	345	325	390	438
ENSG0000013337	32	43	39	52	42	25	44	48
ENSG0000013338	28	24	29	15	19	26	15	40
ENSG0000013339	16	22	22	10	6	29	14	21
ENSG0000013340	25	25	24	22	23	26	38	26
ENSG0000013341	0	6	4	6	3	1	2	3
ENSG0000013342	13	19	15	14	24	12	25	25
ENSG0000013343	30	22	17	39	22	30	29	29
ENSG0000013344	43	23	38	53	41	33	37	33
ENSG0000013345	95	87	51	70	85	59	71	54
ENSG0000013346	99	73	103	95	101	78	73	89
ENSG0000013347	28	46	38	53	55	52	57	77
ENSG0000013348	20	28	25	20	15	24	24	29
ENSG0000013349	2	3	2	4	2	2	3	1
ENSG0000013350	30	32	30	26	23	13	16	46
ENSG0000013351	8	10	6	18	8	13	10	8
ENSG0000013352	104	119	131	128	108	118	98	138
ENSG0000013353	217	229	218	222	226	177	209	244
ENSG0000013354	213	200	246	248	218	213	223	179
ENSG0000013355	162	172	179	203	152	164	176	162
ENSG0000013356	63	33	42	31	43	71	48	38
ENSG0000013357	24	24	24	35	25	18	23	32
ENSG0000013358	26	19	16	16	27	16	8	14
ENSG0000013359	4	6	4	6	3	2	10	7
ENSG0000013360	255	253	227	239	219	240	243	221
ENSG0000013361	35	40	28	37	34	50	52	30
ENSG0000013362	13	4	16	23	10	3	11	6
ENSG0000013363	18	20	18	17	9	13	15	17
ENSG0000013364	17	7	12	13	17	22	24	20
ENSG0000013365	93	63	53	49	70	54	74	56
ENSG0000013366	256	292	276	234	271	282	292	305
ENSG0000013367	36	36	25	31	26	24	31	22
ENSG0000013368	0	0	1	2	2	2	4	2
ENSG0000013369	57	43	54	39	53	40	48	36
ENSG0000013370	61	45	40	46	37	45	40	21
ENSG0000013371	53	34	41	32	30	41	80	45
ENSG0000013372	14	20	34	26	34	29	16	18
ENSG0000013373	46	81	90	58	88	81	66	72
ENSG0000013374	80	61	79	58	59	72	73	63
ENSG0000013375	52	41	60	50	46	64	55	43
ENSG0000013376	79	115	90	98	87	84	113	105
ENSG0000013377	33	23	34	29	30	44	24	26
ENSG0000013378	19	37	27	20	36	30	23	25
ENSG0000013379	423	357	450	387	420	402	469	442
ENSG0000013380	123	112	108	108	135	112	140	131
ENSG0000013381	174	195	156	185	213	168	211	189
ENSG0000013382	332	311	353	339	355	338	352	361
ENSG0000013383	137	96	134	102	128	131	123	102
ENSG0000013384	242	230	226	229	217	179	221	218
ENSG0000013385	7	3	3	3	7	2	7	1
ENSG0000013386	49	65	63	73	68	93	82	85
ENSG0000013387	42	44	29	36	38	49	40	42
ENSG0000013388	671	743	650	724	630	638	663	665
ENSG0000013389	205	206	191	215	189	205	233	230
ENSG0000013390	20	28	45	23	26	19	9	21
ENSG0000013391	124	91	99	102	107	73	99	93
ENSG0000013392	74	83	92	82	50	72	68	76
ENSG0000013393	127	121	97	113	117	80	90	114
ENSG0000013394	10	15	12	20	15	9	19	9
ENSG0000013395	91	82	109	92	83	77	98	90
ENSG0000013396	24	41	61	39	46	49	36	32
ENSG0000013397	92	121	95	86	85	85	86	101
ENSG0000013398	12	17	11	31	25	38	13	15
ENSG0000013399	26	23	19	27	13	25	15	32
ENSG0000013400	302	354	355	319	354	283	309	291
ENSG0000013401	8	16	9	20	13	14	16	11
ENSG0000013402	10	7	20	5	16	21	9	8
ENSG0000013403	56	49	49	43	45	41	51	60
ENSG0000013404	12	12	16	20	19	10	22	32
ENSG0000013405	18	11	14	17	5	15	17	23
ENSG0000013406	71	58	74	46	56	77	51	43
ENSG0000013407	10	2	2	3	4	4	10	4
ENSG0000013408	11	7	10	19	20	16	15	7
ENSG0000013409	1301	1235	1181	1079	1173	1190	1123	1250
ENSG0000013410	103	113	123	97	100	123	128	97
ENSG0000013411	10	24	21	23	19	12	28	13
ENSG0000013412	102	115	83	113	114	90	82	100
ENSG0000013413	138	153	145	97	128	130	148	130
ENSG0000013414	244	250	277	230	217	240	244	211
ENSG0000013415	39	56	52	38	64	46	31	47
ENSG0000013416	192	241	220	284	232	254	221	263
ENSG0000013417	5	2	1	3	2	1	6	2
ENSG0000013418	14	8	18	12	6	6	29	11
ENSG0000013419	61	70	76	65	59	61	89	67
ENSG0000013420	98	97	104	106	83	81	86	76
ENSG0000013421	17	15	9	17	18	8	13	5
ENSG0000013422	66	77	62	116	81	68	56	91
ENSG0000013423	13	18	22	22	20	18	23	25
ENSG0000013424	33	43	34	38	29	29	37	46
ENSG0000013425	261	255	268	275	237	257	298	300
ENSG0000013426	243	229	188	204	216	206	201	212
ENSG0000013427	15	10	13	9	12	8	11	11
ENSG0000013428	10	11	14	5	5	13	8	9
ENSG0000013429	24	40	33	28	46	31	29	32
ENSG0000013430	39	70	66	59	43	67	28	55
ENSG0000013431	20	12	18	28	20	19	22	20
ENSG0000013432	305	263	279	276	217	242	236	263
ENSG0000013433	95	100	83	103	69	71	97	78
ENSG0000013434	93	102	110	119	102	98	95	75
ENSG0000013435	5	8	6	8	6	8	6	8
ENSG0000013436	299	298	297	305	292	325	356	303
ENSG0000013437	0	0	1	0	0	0	0	1
ENSG0000013438	178	212	223	171	177	205	200	167
ENSG0000013439	199	200	200	243	211	185	197	189
ENSG0000013440	34	31	30	30	17	46	23	29
ENSG0000013441	377	349	358	382	387	391	353	329
ENSG0000013442	45	56	40	44	66	43	47	37
ENSG0000013443	61	57	27	64	78	63	66	68
ENSG0000013444	74	87	111	103	83	94	113	88
ENSG0000013445	6431	6468	6637	6548	6377	6564	6564	6572
ENSG0000013446	368	385	418	406	424	392	410	400
ENSG0000013447	161	180	140	146	160	137	149	125
ENSG0000013448	20	9	13	16	10	11	21	7
ENSG0000013449	72	63	70	73	56	80	73	81
ENSG0000013450	16	11	17	18	17	13	18	12
ENSG0000013451	199	208	208	189	133	183	166	174
ENSG0000013452	72	57	76	72	67	68	51	62
ENSG0000013453	5	8	6	6	7	11	14	9
ENSG0000013454	75	53	63	73	56	52	62	71
ENSG0000013455	14	17	14	16	17	9	12	20
ENSG0000013456	83	78	50	53	58	51	54	64
ENSG0000013457	21	10	15	14	10	11	19	15
ENSG0000013458	79	48	77	52	49	55	58	63
ENSG0000013459	197	153	174	198	164	135	158	154
ENSG0000013460	33	49	46	39	48	49	55	39
ENSG0000013461	28	37	31	27	32	35	37	37
ENSG0000013462	78	55	81	68	86	90	66	90
ENSG0000013463	158	160	145	168	150	156	146	139
ENSG0000013464	6	6	11	10	9	11	5	7
ENSG0000013465	77	56	80	69	73	90	80	88
ENSG0000013466	391	386	376	392	413	404	395	405
ENSG0000013467	124	113	138	97	138	117	117	107
ENSG0000013468	64	47	70	57	58	48	64	45
ENSG0000013469	143	128	149	137	134	110	159	143
ENSG0000013470	135	157	103	80	102	90	115	119
ENSG0000013471	173	179	138	159	148	192	166	221
ENSG0000013472	3	3	0	3	2	0	5	1
ENSG0000013473	2	14	3	2	4	2	10	8
ENSG0000013474	296	304	257	229	226	247	249	248
ENSG0000013475	5	1	2	4	11	3	4	0
ENSG0000013476	105	114	104	107	111	127	139	80
ENSG0000013477	37	41	33	29	33	28	34	24
ENSG0000013478	3	15	14	19	12	11	16	15
ENSG0000013479	97	70	83	92	96	96	100	90
ENSG0000013480	65	89	84	70	76	75	72	71
ENSG0000013481	1268	1298	1277	1311	1267	1236	1316	1225
ENSG0000013482	20	21	20	28	19	22	19	17
ENSG0000013483	456	501	521	537	387	457	436	463
ENSG0000013484	90	89	90	89	82	96	80	71
ENSG0000013485	27	25	34	16	18	12	20	18
ENSG0000013486	208	237	163	160	177	172	219	168
ENSG0000013487	142	126	124	118	108	126	166	119
ENSG0000013488	55	57	64	59	53	43	79	47
ENSG0000013489	87	67	69	77	99	93	93	84
ENSG0000013490	23	13	23	33	22	31	38	34
ENSG0000013491	28	7	8	10	14	7	20	8
ENSG0000013492	167	152	153	137	193	200	185	180
ENSG0000013493	36	48	47	42	20	55	35	40
ENSG0000013494	41	36	51	61	58	68	88	66
ENSG0000013495	63	75	88	105	75	88	85	79
ENSG0000013496	106	92	89	79	91	83	95	71
ENSG0000013497	11	2	3	1	3	8	10	8
ENSG0000013498	429	374	356	362	405	351	346	375
ENSG0000013499	55	60	56	87	60	57	70	69
ENSG0000013500	41	27	42	52	36	31	41	39
ENSG0000013501	111	150	83	111	113	109	121	97
ENSG0000013502	85	94	97	103	74	70	63	78
ENSG0000013503	207	163	184	181	171	159	182	140
ENSG0000013504	150	129	132	137	120	109	126	125
ENSG0000013505	158	155	132	133	168	159	177	182
ENSG0000013506	426	464	450	389	364	383	386	427
ENSG0000013507	213	214	206	195	180	233	150	231
ENSG0000013508	32	53	45	47	49	30	50	39
ENSG0000013509	5	7	7	11	2	16	7	12
ENSG0000013510	630	635	692	675	654	739	699	644
ENSG0000013511	45	44	31	52	47	38	33	35
ENSG0000013512	24	20	33	33	20	25	19	24
ENSG0000013513	2	5	5	5	4	5	1	4
ENSG0000013514	123	94	101	104	104	83	107	91
ENSG0000013515	44	71	57	58	66	93	61	91
ENSG0000013516	11	3	3	2	4	5	9	3
ENSG0000013517	115	86	87	92	139	113	125	119
ENSG0000013518	30	18	27	17	31	22	17	27
ENSG0000013519	3095	3135	3097	3123	3063	3056	3069	3118
ENSG0000013520	21	16	31	22	14	30	7	24
ENSG0000013521	32	42	23	36	17	27	31	17
ENSG0000013522	19	13	10	18	19	11	18	15
ENSG0000013523	373	306	338	364	352	359	299	349
ENSG0000013524	29	20	34	36	53	23	24	36
ENSG0000013525	22	14	25	8	21	16	18	20
ENSG0000013526	160	186	135	212	148	158	142	158
ENSG0000013527	6	6	7	12	12	8	6	5
ENSG0000013528	151	168	132	134	138	118	119	130
ENSG0000013529	748	791	779	780	774	756	784	791
ENSG0000013530	124	130	137	123	122	115	144	149
ENSG0000013531	157	149	157	138	116	146	146	153
ENSG0000013532	212	184	195	205	193	199	202	210
ENSG0000013533	704	663	732	727	735	736	708	688
ENSG0000013534	372	345	335	362	346	349	348	358
ENSG0000013535	109	134	104	97	87	112	92	118
ENSG0000013536	239	198	223	207	189	182	222	186
ENSG0000013537	10	22	14	10	12	18	10	11
ENSG0000013538	192	171	212	176	169	178	170	186
ENSG0000013539	7	9	7	6	11	9	11	16
ENSG0000013540	27	39	39	30	27	28	27	25
ENSG0000013541	0	0	0	1	0	0	0	3
ENSG0000013542	77	91	102	127	89	117	88	110
ENSG0000013543	23	20	28	26	16	27	15	23
ENSG0000013544	276	309	288	250	274	299	279	333
ENSG0000013545	96	109	101	88	78	102	81	92
ENSG0000013546	292	258	286	276	277	304	268	279
ENSG0000013547	7	9	8	11	7	8	14	8
ENSG0000013548	266	299	232	261	269	233	252	275
ENSG0000013549	1270	1231	1281	1328	1197	1320	1266	1275
ENSG0000013550	155	144	202	160	187	184	186	158
ENSG0000013551	203	165	201	154	208	179	179	173
ENSG0000013552	55	80	64	66	79	56	64	63
ENSG0000013553	25	22	20	35	27	24	28	30
ENSG0000013554	162	185	161	143	154	186	169	156
ENSG0000013555	6	17	3	7	1	10	5	4
ENSG0000013556	20	16	33	25	36	33	35	32
ENSG0000013557	5	8	10	2	1	9	9	3
ENSG0000013558	31	18	25	22	10	17	13	24
ENSG0000013559	132	152	128	170	158	177	122	144
ENSG0000013560	132	116	129	110	126	117	114	99
ENSG0000013561	71	52	66	56	45	62	65	45
ENSG0000013562	90	62	69	67	105	82	67	85
ENSG0000013563	1	4	0	4	6	3	1	1
ENSG0000013564	46	30	17	35	36	26	29	37
ENSG0000013565	19	16	23	11	20	19	26	19
ENSG0000013566	14	19	23	12	27	21	17	29
ENSG0000013567	159	127	125	164	142	147	160	121
ENSG0000013568	10	12	14	10	6	15	9	10
ENSG0000013569	31	13	17	21	22	14	24	22
ENSG0000013570	3	2	1	0	2	3	0	4
ENSG0000013571	25	22	26	41	30	26	32	24
ENSG0000013572	7	6	9	11	14	9	9	9
ENSG0000013573	71	76	53	61	71	68	50	54
ENSG0000013574	10	20	5	8	20	16	10	4
ENSG0000013575	71	66	49	67	83	56	53	80
ENSG0000013576	20	39	39	43	44	49	39	58
ENSG0000013577	669	637	640	703	631	654	624	663
ENSG0000013578	118	99	123	132	115	109	121	115
ENSG0000013579	3	4	1	3	2	2	2	2
ENSG0000013580	8	18	9	6	3	6	8	11
ENSG0000013581	48	54	60	60	51	62	47	59
ENSG0000013582	22	9	9	16	19	5	8	19
ENSG0000013583	0	0	1	0	0	0	0	0
ENSG0000013584	397	413	429	399	436	350	415	387
ENSG0000013585	166	165	160	168	171	172	148	147
ENSG0000013586	123	103	115	117	119	120	127	109
ENSG0000013587	16	27	25	17	14	28	19	24
ENSG0000013588	80	108	129	83	80	109	109	76
ENSG0000013589	25	16	13	26	17	14	17	22
ENSG0000013590	75	61	61	84	60	92	73	91
ENSG0000013591	13	16	11	27	18	26	19	17
ENSG0000013592	530	484	538	607	512	519	514	548
ENSG0000013593	4	7	3	5	9	3	3	3
ENSG0000013594	368	354	331	349	413	325	293	358
ENSG0000013595	70	37	62	56	57	56	75	60
ENSG0000013596	23	23	29	29	34	19	33	29
ENSG0000013597	66	92	53	72	87	96	55	63
ENSG0000013598	136	131	213	161	163	170	147	204
ENSG0000013599	453	445	480	457	465	415	476	454
ENSG0000013600	69	93	75	66	72	90	73	106
ENSG0000013601	18	12	13	11	13	19	13	12
ENSG0000013602	65	59	80	60	55	58	48	61
ENSG0000013603	811	846	753	826	834	857	798	793
ENSG0000013604	441	388	366	398	392	410	436	406
ENSG0000013605	209	226	225	202	207	209	203	237
ENSG0000013606	190	150	174	177	175	182	187	182
ENSG0000013607	173	133	148	141	164	166	150	175
ENSG0000013608	344	287	294	329	317	319	324	274
ENSG0000013609	38	29	30	36	36	22	44	25
ENSG0000013610	8	9	3	4	10	4	4	1
ENSG0000013611	58	69	59	53	56	69	57	42
ENSG0000013612	12	6	8	8	12	28	20	21
ENSG0000013613	8	6	9	12	14	4	9	5
ENSG0000013614	13	26	13	16	22	22	14	22
ENSG0000013615	2204	2249	2361	2286	2358	2360	2282	2164
ENSG0000013616	74	67	67	64	67	58	61	70
ENSG0000013617	98	96	97	87	88	114	74	112
ENSG0000013618	7	16	5	20	9	7	14	8
ENSG0000013619	2	3	5	2	4	2	2	2
ENSG0000013620	25	18	23	19	7	8	3	14
ENSG0000013621	454	468	464	448	486	456	476	521
ENSG0000013622	89	91	91	72	90	95	93	94
ENSG0000013623	160	113	134	149	133	135	130	102
ENSG0000013624	180	161	150	188	169	153	156	142
ENSG0000013625	21	26	22	23	19	23	23	24
ENSG0000013626	420	410	452	478	479	443	454	394
ENSG0000013627	20	15	26	31	23	23	14	17
ENSG0000013628	475	455	464	490	420	437	415	422
ENSG0000013629	111	103	97	95	116	98	100	124
ENSG0000013630	3	1	1	0	0	5	5	2
ENSG0000013631	10	31	11	22	25	26	23	20
ENSG0000013632	2	2	3	4	0	6	3	1
ENSG0000013633	379	312	309	326	291	288	332	304
ENSG0000013634	61	46	46	35	42	77	49	35
ENSG0000013635	2	5	1	0	1	3	0	0
ENSG0000013636	81	100	104	128	86	94	87	72
ENSG0000013637	26	26	29	25	25	19	37	25
ENSG0000013638	9	3	5	4	5	2	5	6
ENSG0000013639	685	608	725	727	602	760	659	709
ENSG0000013640	59	58	65	53	47	72	58	63
ENSG0000013641	39	35	41	48	33	38	32	37
ENSG0000013642	39	17	29	36	27	32	27	35
ENSG0000013643	9	7	3	7	4	13	6	0
ENSG0000013644	15	5	10	6	2	7	3	6
ENSG0000013645	358	388	399	409	347	389	367	311
ENSG0000013646	44	23	26	31	16	44	21	19
ENSG0000013647	39	58	64	67	48	57	52	57
ENSG0000013648	1	3	4	1	6	3	1	5
ENSG0000013649	5	6	5	14	2	15	9	10
ENSG0000013650	135	148	129	139	145	144	154	128
ENSG0000013651	98	100	72	73	101	90	93	86
ENSG0000013652	744	816	724	821	729	774	828	733
ENSG0000013653	448	416	408	435	399	385	393	426
ENSG0000013654	40	62	41	33	36	50	33	41
ENSG0000013655	112	101	131	105	111	110	106	118
ENSG0000013656	21	19	42	27	24	36	24	34
ENSG0000013657	1174	1236	1171	1232	1224	1206	1184	1195
ENSG0000013658	260	297	332	352	263	305	303	310
ENSG0000013659	74	71	61	54	70	48	49	74
ENSG0000013660	58	94	85	66	72	88	66	77
ENSG0000013661	492	451	483	473	518	440	486	471
ENSG0000013662	140	153	138	178	145	117	175	151
ENSG0000013663	593	569	605	483	567	592	565	518
ENSG0000013664	0	0	0	6	0	0	3	1
ENSG0000013665	132	113	143	118	105	118	96	113
ENSG0000013666	33	19	25	20	33	20	30	10
ENSG0000013667	791	774	844	761	791	755	739	790
ENSG0000013668	529	542	520	513	566	553	550	589
ENSG0000013669	48	64	44	73	58	51	68	51
ENSG0000013670	553	598	523	520	609	530	552	578
ENSG0000013671	806	802	793	794	749	725	777	761
ENSG0000013672	56	57	63	63	47	58	53	70
ENSG0000013673	2225	2250	2207	2263	2151	2162	2271	2178
ENSG0000013674	55	48	55	42	39	58	38	47
ENSG0000013675	45	53	43	27	29	49	40	43
ENSG0000013676	189	247	250	197	205	201	207	174
ENSG0000013677	28	13	26	51	42	58	33	39
ENSG0000013678	86	59	65	61	53	70	62	51
ENSG0000013679	447	392	441	479	454	434	439	481
ENSG0000013680	54	59	34	59	52	58	94	54
ENSG0000013681	8	6	2	6	7	0	6	7
ENSG0000013682	78	107	120	111	91	98	115	94
ENSG0000013683	21	24	15	13	10	20	29	13
ENSG0000013684	187	196	182	210	205	173	198	204
ENSG0000013685	163	169	175	164	163	166	148	132
ENSG0000013686	476	476	571	552	540	486	484	567
ENSG0000013687	192	216	190	202	217	200	213	218
ENSG0000013688	345	267	267	288	273	293	338	277
ENSG0000013689	15	20	25	21	36	16	9	19
ENSG0000013690	213	201	169	182	172	182	181	180
ENSG0000013691	1043	1017	1069	1134	1055	1121	1060	1128
ENSG0000013692	32	29	20	15	25	23	15	13
ENSG0000013693	789	803	837	884	790	822	832	849
ENSG0000013694	13	23	31	10	29	25	22	29
ENSG0000013695	16	9	19	8	14	7	13	14
ENSG0000013696	85	80	78	90	74	99	74	94
ENSG0000013697	167	185	153	147	135	140	178	173
